emotion,text
Negative,"I want to ride my bicycle today, but it's too cold and cloudy today"
Negative,"Last Chemistry lesson for this school year!  On a brighter note, my birthday will be sandwiched between two days in chemistry lab!"
Positive,@ScottRhodie I wanna be drinking at the pub
Negative,you ever come across something that reminds you alot of the one person that completely broke your heart? cause i just did
Negative,Up already  Nooooooo!
Negative,Ria got a a G1 phone and im jealous
Positive,"Up early this morning, first to portmeirion then home"
Positive,@DoeMarley SOMEBODY ACTUALLY TOLD ME THAT!!  LOL
Negative,Have a golf ball sized swelling on my ankle and it's turned black and blue.
Negative,my party is wiped out they be all dead and stuff
Negative,@LydiaCaesar why have you still not called me back regarding the groundbreaking production i sent you earlier
Negative,"@Branwen6277 I'm better today.  Yesterday was really hard.  It's still just so unbelievable.  I miss him, too... and probably always will."
Negative,I only hve 9followers
Positive,"@AmandaSevasti Ugh, frustrating. I see a few briefs a week with groups in them, mostly from traditional agencies."
Positive,@BrandyWandLover Oh I see who u mean now-tht heltershelter person lol. yer looks scary
Negative,I should be sleep. I have to wake up soooo early
Positive,good morning people !! in good old germany is it soooo cold
Negative,@weelissa p.s. Dead like me was awsome. Loved that show  missed the last 2 episodes tho ?
Positive,@sunnyphoenix there was like no1 there n tha DJ comp was hella wack... no gud DJs  but got in free so its all gud
Negative,@phenryss What's wrong?
Positive,just fed three very hungry stray kitties three cans or tuna. i hope they stay warm and safe tonight
Negative,t'internet on blackberry fooked so no checking of the tweets and whether phill has taken up my request
Negative,is lonely in need of company
Positive,is finally gotten online after logging 200km over the last two days on errands as the family driver  http://plurk.com/p/wxz12
Positive,"WTF? Advertising gone mad, they want access to my  camera and microphone? What for? Amazon should really know better  http://bit.ly/5FoKQ"
Positive,i hate it when a website says the ticket prices are on another website and their not
Positive,alice doesn't know what to wear to the cinema  &lt;3
Negative,Wondering why it's so cold - the skylight is open - I left the gas on this morning
Negative,home form school...its a long weekend  most ppl would be happy but im not...im still mad and sad about him
Negative,I can't go to sleep until tech support emails me back
Negative,"@Debblues didn't know you folks were there, sorry."
Positive,I don't think I am going to get to see any of the sun today  gutted I NEED COLOUR!
Negative,"Youtube's tubes appear to be clogging up somewhat today, connection errors a plenty."
Negative,@dameenrouge I have been to Tara Thai a few times for friend's birthdays and the food I had was pretty bad.
Negative,@aprilholle hmm. grows. in this case i am screwed. i can't even keep the &quot;easy care&quot; love fern alive.
Positive,wow i must have been tired. i fell asleep @ exactly the start of the 10pm news &amp; now up as if its 8am.
Negative,hates continually getting sick whenever he has exams
Negative,"I want to ride my bicycle today, but it's too cold and cloudy today  http://snipurl.com/izzsn"
Negative,i have the song here comes goodbye stuck in my head not a good song to be singing considering my situation
Negative,I went green yesterday and I was out so I missed it  do I get another certificate????
Negative,"Heading to the hospital to sort out my back, not looking forward to this"
Positive,im gonna go to bed alone again.  Sad day for me. but itll get better.
Negative,is ready for a productive friday. one of the last of the year
Negative,is sick &amp; tired of being sick &amp; tired
Negative,stupid weather
Negative,Just found out one of my ankles is swollen...eeks now it hurts
Positive,OMG My sister got my brother a &quot;Jonas Brother&quot; look-a-like trenchcoat and I'm like JONAS STYLE and they told me to shutup no1 likes them
Negative,I had the worst dream ever: the Lakers were losing 11 : ZIP  &amp; Courney Cox had a mohawk wtf.
Negative,Why cant a girl just like me for who i am and not whats in my walet?
Negative,"http://twitpic.com/4sx96 - before they put a CAMERA in the smokers pit.  i can no longer vandalize that door, without being caught."
Negative,@minauderie @oxygen8705 Totally broke is right. I have to wait till Monday to get paid though! BOOHOO!
Positive,"Getting ready for work and the sun is shining, plus it's the w/e! Bgt tonight..... what am I gonna do after it's finished?!"
Negative,@bekimccabe true that! don't know why i bothered this morning cos I just put it up in a pony soon as I got to work anyways
Negative,@songbookbaby lol. u got AC right? u know it's getting chill here again...  n its gona rain tmr
Negative,not looking forward to dress shopping tomorrow. so afraid there's no way i'll be able to get what i want
Positive,Cape Town was spitting all morning - now that im behind this desk; the sun comes out...perfect timing
Negative,@Amara_angel I cant i dont have mms  but i will waer it nexxt time i see you
Negative,"Good Morning, it's beautiful here today. Shame I'm going to spend most of the day being an unpaid taxi driver."
Positive,Ahh feels good to have played guitar hero after months! I suck at it now but  haha
Negative,just got on twitter. no friends to add!  none of my friends are in twitter
Negative,"@overshootTV Thx! Old computer here, too slow for both Kubuntu and Blender really."
Negative,@xcharlotteyx Awww it's still not the same  I'm going to have a look though.
Negative,vmware fusion seems getting slower and slower
Negative,Waiting for my driver! Hate to wait!!!!!
Negative,Why Telstra Why do you are biggest Teleco have to be so greedy  we need fast Internet and NO Download Caps!
Negative,Gudafternoon twitter followers.. Hey m giving u chance now to help me get a gud placement.. m still maintaining a jobless profile... ;(
Negative,@Velf79 Missed you last night hon
Negative,"@colocelt My man, its like 3:30 in NJ. I have classes to worry about again"
Positive,wishes she would call him ...   *hc*
Positive,@soscandalous love you ::hugs:but i'm not seeing anything...wondering if i'm doing something wrong)
Negative,@ab_normal Shucks!  Sorry!  Sometimes I get wrapped up in FB and forget to check  how you doin'?
Positive,I'm going to bed ....it's weird the 1st time in a long time.. He didn't call and say goodnight  ... Ima lil curious
Negative,I caaaaan't sleep.....it's 3.30am! wahhhh... i wanna cry
Negative,"And apparently I misplaced my iPod, the 30 gb"
Positive,@gnoserif FANTASTIC IDEA.. you the man! but I'll end up all lonely when the tourist goes home
Negative,very disappointed in him    gonna have to sleep it off....
Negative,Is also having a lonely night.... Wishing she could go to Audun's so that she doesn't have that bad dream again...
Negative,A central lesson of history is that States are parasites which always expand until they destroy their host population. - Stefan Molyneux
Negative,@she_shines92 aww that sucks
Negative,4am foodshopping cause I was sick all day and was in hospitals  being alone blows
Negative,wondering where all the money i earnt this financial year has gone... i can account for like 3 grand but wheres the rest
Positive,http://twitpic.com/665to Less than 24 hours till the show! Oh and Lee broke his guitar at practice    http://twitpic.com/660vv
Negative,@heavenlykevinly You go to sleeeeeeepz
Negative,@arielleGore I so dont  And wtf. Whatthefuck. REALLY? Really? Are they trying to kill me? But i might be... Depends...
Negative,I just lost a fight against @hangy on Tweefight. I lost  Please revenge me! Try now http://tweefight.com/?opp=hangy
Negative,is seriously heartbroken!!!
Negative,@dragonflyeyes nick's voice still makes me wanna kill things
Negative,"@tonibraxton Will you ever come to SF Bay Area to preform, i feel left out"
Negative,oh! i think i didnt do well on my photo editing for Db!  sorry :|
Negative,Aww sad @Ruthiexo09 now  stupid crapped up phone and deciding that you would go and screw yourself up and never again work arghhh
Negative,start work 2 moro at 6:30.  not looking forward to it
Negative,@NellaGrl ...being lonely all the time.
Positive,"@thoughtmecca still on track to move back, albeit in 2-3 years.  However, my buddy Jen is now moving with me, so we're on a FAST track!"
Negative,God the weather in London is ammmmazing! Yet I'm on a train half the day
Positive,Ok so I did shed a few tears watching the preview for next weeks Medium. I'm so scared. I'm so addicted to this show. I love it
Positive,So it's Friday... I have to keep reminding myself since every day seems the same
Negative,Going to see Angels and Demons tonight. It better not scare me!!
Negative,Having horrible nightmares not gonna go back to sleep
Negative,"@drinkins I'm suffering from the Internet that works bad, only sites hosted on russian servers are available for me"
Positive,i want to go to singapore but my mother seems not
Negative,"is trying so hard to not worry and be at peace despite her circumstances, but wonders why some christians are the ones making it so hard."
Negative,i wish i had more chicken wings
Positive,"My life what a beautiful morning, i can think if no better way to ruin it than by being at work"
Negative,Selling 10jaffa race tickets. My friends are so heartless they wont even buy one
Negative,I feel like I'm on alott of drugs
Negative,asks can someone pass me some load. :| Kahit 2 pesos lang.  http://plurk.com/p/wxzyr
Negative,ahhh fusterated
Negative,"@bcollinstattoo yes, boo for soar throats and earaches!"
Negative,I think I should hire one of those tranlsators.. because no one ever understands me....
Negative,ouch  epic bruise between my toes and a lump just under my ankle  bad times
Negative,Epic ocd moment? I deleted my sims file that i spent hours building just because i set his favorite food wrong
Negative,@MrDix ugly. What programmes do you have open?
Positive,Owww I'm aching alll over!!
Negative,massive headache. argh
Negative,It's so hard to settle on a name
Positive,yay it's friday... hold on I have to work tomorrow
Positive,"Oopsie, the origami box I just made looks like a strawberry! should I be allowed to teach?"
Negative,Heading home. Could really have done without banging my head on the way into the bus
Negative,@AlexAllTimeLow awww that is very sad.  I sawwy
Negative,also i hit my chin on something when i fell down and it hurts  ugh... work is gonna suck
Negative,"feels sorry every time I'm printing out, I use like 200 new papers"
Negative,Doing uni work all weekend. Fun times
Negative,@_enzo blech... thats a fail when you're receiving dollars. I quoted a job in USD last month. i'm getting paid now = major losses
Negative,"@aliwise TMZ HARVEY LEVIN, OR TYPE....TMZ IN ...FIND PEOPLE   ~~~~"
Negative,First time I'm going home early  sucks to b single no one to call
Positive,wish my nicky were home too
Negative,@chuybe again your fault  i didnt make u leave
Positive,umm...why will it not let me change my background?! im twitter-challenged.
Positive,"i really want to marry leighton meester. damn, can`t take my eyes of her."
Negative,@mosapp just say no reeesee cup
Negative,Ill in bed my stomach is killing me
Positive,hmm..Osaka. Last show today.Very sad  . i can decode ur msg ;) haha cant wait till u get 2 Sydney ;D i missed out on tickets tho :o xx
Negative,@veronicasmusic When are you guys coming back to do a tour in Oz? I missed you when you were here earlier this year   Made me sad
Negative,@menace718bk Bummer I know   LOL  I actually do more partying when i am in school then out of school..I think it somehow helps me..hahaha!
Negative,"Housemate saw Angel &amp; Demons last night, but left me at home. Was looking forward to seeing that  Wanted 2 reminise http://bit.ly/qFsAg"
Negative,And it's starting to get cold
Negative,@mikusi gawd. People still remember the preggers comment. Hate you!
Negative,"hmm. I'm disappointed. I made 2 servings, and I am only able to enjoy one because my stomach is now full  wishing I had company to help."
Negative,@iFollowMike ugh I'm not doin too good
Negative,Whyyy am I still awake when I have to work at 8?! This is not good
Negative,really thinks wee callum should of got through last night
Negative,its taking foreverrr for @jess_0000 to get here  im bored..
Negative,I had my hair cut today and my boyfriend didn't notice....
Negative,I'm pretty sure Isis has a tapeworm.  So she's allowed to snuggle with me all she wants tonight.
Negative,Did not feel like getting up
Negative,is very cold
Negative,"Gone r the days wen we used to sit 4 exams.. no more exams, no more classes, no more bunking n no more fun.."
Negative,"its at 3 am, im very tired but i can't sleep  but i try it"
Positive,"@Jessicaveronica MARRRRRRRRRRY ME! &lt;3 have fun partying tonight, have a drink for me, if only i was 18 i wud come there just to see you!"
Negative,what a waste of lives ... http://tr.im/mLou
Negative,"@mjh81 I know man, my day off and am pulling myself out of bed"
Negative,got such sore feet
Negative,"@Wykrzyknik uff, ble litt trist av ï¿½ lese den siste tweetsen din  the challenge prooved too be tough!! :'("
Negative,i cant find my itouch for the 64577 billionth time n i need it to sleep
Negative,@yenbearr yis  i ryke it.
Negative,"Back from A&amp;E, very nice Doctor diagnosed ligament damage, she felt I could still do my 5k run, but it might take me 10 days to heal"
Negative,I'm havin the stupid stomach pain again &amp; again... Today is my outing with SPH frenz &amp; my stomach nvr fails to dissappoint me. Haiz
Positive,@Roberto958  awwww  thanks for follwin me thou. lol
Positive,@roninreckless dude you didn't even say bye
Negative,if not impossible
Negative,Son's 15th Birthday this weekend.Taking him out for a Mexican meal and a major game buying spree.I miss the Lego days
Positive,@paper_hand Oops! I completely forgot!
Negative,@AmalSyazwani i shorry bebeh  it okeh ada one more chance.
Negative,boo for all the season finales..
Negative,"Certain tweets I write are on the spot messages for a person, group, or pornstar, and those tweets usually get deleted within the hour"
Negative,cavs got lucky 2night  lol but lebron took over and killed em another triple double
Negative,"@OpheliaPunk nothing  it's sad, actually"
Positive,using my brothers G1 phone.. love it! driving to vegas... my phone died this morning and my charger broke
Positive,huhuhu still working to get new clients in motion graphics
Negative,Rain rain go away
Positive,@thatlass he was a very tallented man so its fitting wish I was closer to see it myself
Negative,Fucking typical. GH:M arrives just as I leave for work. It's going to be a long day
Positive,Is constantly listening to the @Jonasbrothers song Fly with Me...b/c it's the cutest song...&quot;Peter Pan &amp; Wendy turned out fine&quot;
Negative,@Vzzzbx I'm glad/sad that it's not just me/my iPhone  #badoptus
Negative,Bout to knock out. Feelin a lil sick  peace y'all
Negative,Just got home after walking the dogs.  Very humid in Kaneohe.  No AC in my home    Ceiling fans work!
Negative,"@Cadistra NOOOO I'll miss you too much!  I went stag to my prom and all the high school and middle school dances, if that helps. &gt;_&gt;"
Negative,FUCKSAKE i shouldn't smoke so much stuff.
Negative,likes being friends but it hurts when u love your friend but the feelings arent the same. trying to sleep. has to really try to give up.
Positive,slept all day.. lol. now time to start on my UN article.. what fun (: ...
Negative,Why don't any of my friends ever miss me  why do 40 year old pervs like me  why can't I be a shape shifter ((((((((((((((((((
Negative,"Entered house searching mode yesterday... we need to find an apartment in Dï¿½sseldorf until the end of August, this one was temporary..."
Negative,"@TheLastDoctor He was creepy for me at first, but I did really grow to like him. I cried like a baby when he and Tosh died."
Positive,"@sweetavalanche lol yeah  haha. yeah, things are okay, pretty much the same. slowly sorting out everything lol. exams are coming D: haha"
Positive,@SexyKellyC hey chocolate chips is good.  i want a snack too but i'm out of snacks.
Negative,with hubby at the dentist ready to hold his hand  and getting nervy about potentially buying a car tomorrow
Positive,"Why does #googledocs do folders, instead of labels like #gmail? I kind of like labels"
Negative,So damn tired! Another long day trw!
Negative,"just woke up, I'm starving"
Negative,going down the post office to try and sort this whole ebay hacker thing
Positive,"Devastated,set alarm for 9.30,forgot to turn 7.30 alarm off got up at 7.30 and showered thinking it was 9.30,I am a full fool"
Negative,"@abduzeedo something wrong, layout of abduzzeedo site looks no good today, anyone?"
Positive,@Lara82 Yeah  He was such a good..erm...entertainment )
Negative,Getting that funny feeling that usually indicates I'm sick. Great....
Negative,Bacon Fail at Gulb... lack of chef
Negative,"got another long day of papers and projects tomorrow  but this time one of the projects is shaving, its been like 2 mths lol. man legs.eww"
Negative,"@thatlass yeah, it's gonna be rubbish!"
Negative,@chantalclaret D; You get hate tweets  that's sasd.
Negative,is suprisingly okay. or possibly still drunk. goodbyes suck though
Negative,Just checked my bank balance. I spend like a millionaire despite the fact I am nowhere near as rich as one.
Negative,"Wow i will be away and my &quot;expecting&quot; wife is going to be here in India, thats gonna suck since I have made her so dependent on myself"
Negative,i wanna go out
Negative,"it's overwhelming how i'm finally catching up with my cousin/bff since i was three who i haven't seen in years. ah, memories. miss her"
Negative,"missing my man, two months is so long to not see him"
Negative,SF felt WAY too intense for me tonight. Hope that doesn't keep up. Upset with myself for not hanging with @fascinated and pearl
Negative,"I read the disclaimer, I had to close my browser  http://tinyurl.com/n28lr3"
Negative,Its chilly n lonley n this livingroom
Negative,"@divabat so sorry to hear that.  I lost two hard drives this year, I know the feeling"
Negative,So many farewell parties! sad to see people leaving ..
Positive,@JustcallmeMac your making me jealous now  I want one! How long have u guys been married?
Positive,"http://twitpic.com/6661g - is on her last day at METRO magazine  Ta-ta, dream job. (PS: June issue out now. Czech it out!)"
Negative,Memphis just can't catch a break these days. My poor Tigers
Negative,I'm sleepy but is feeling under the weather! ugh! These damn tonsils. I need some company or somebody to talk too!
Negative,5500 words and counting.  My hands hurt
Positive,@mileycyrus I would totally take you to prom...if i hadnt already gone  sorry lol
Negative,I miss the Doctor Who regular series.
Negative,Jeez! Little one is seriously constipated. Don't know what to do anymore. Anyone tips? It's terrible seeing him in serious pain
Negative,im the only ho that didnt go to tigerheat tonite
Positive,@RASHIDIAN Come hang out wif meeee
Negative,"@damienmulley Yes otherdad  @katiemoffat Wait, do I go back to sleep or cause mischief?"
Positive,Hmmm thinking about taking back that I feel better this morning - I think I spoke to early
Negative,not to be too macabre but its hard to believe we dropped a real nuclear weapon on real japanese humans.  http://ow.ly/9NRu #warisfucked
Negative,Inshalla! Devo I wont be at the Astor tonight
Negative,@OpheliaPunk i wish i wasn't all  bummed but i kinda am
Negative,@notmywords yup-unfortunately  Took today off work and just slept all day.
Negative,iTunes upgrade reset playcount to zero  How will I know which one of 143 Hasta Siempre versions I liked best?
Negative,is feeling so bored... i miss school time
Negative,Watched The Notebook last night.... Wahhhhhhh!  V good.  Cried my eyes out!  Maybe a bit too close to home I think.    Go watch!
Negative,My stomach is all EXPLODE from the wendys  why is everything that tastes good bad for you?
Negative,@_erica /hugs those are the worst. Mine used to be really bad on the first day..sometimes can't even get out of bed.
Negative,@AlexAllTimeLow aww  cant wait till u get 2 Sydney ;D i missed out on tickets tho.. :O xxx
Negative,"imissu, come back home now honey"
Positive,falling asleep and waking to gun shots arent fun
Negative,@Zobi09 I'm concerned for that family
Negative,@Epiphora I will never forgive you for burying the erotica. You're snuffing out our love.
Negative,"Had to fix bike chain on the way to work...arrived a filthy, bloody mess   lovely weather though!"
Negative,@etschuetz that sux  but mayb 4 the btr u nvr know
Negative,Cant sleeeeep &amp; i miss my long hairrr
Negative,mom is ok so far. just missing jaron
Positive,@twebbstack nuhhhh no info on ticketek yet  Heaps excited though! I dont care how much but I hope it isn't too much..
Negative,just called Toyota. Car won't be ready til 5.
Positive,im finally going home but didnt get to finish all my work  so ill be back tomorrow
Negative,@mrcoups oh dear  not fun
Negative,Can't sleep...so I'm watching HGTV. I'm afraid infomercials are about to take over
Negative,has had AWFUL hiccups today and now can't fall asleep because of them
Positive,@pyroezra i know!  i wish she would. I just wanna cuddle and sleeep in ga! And go to the world of coke
Negative,"Use twitter, quit life"
Negative,"@widrfm  hey, is your site down? I was going to listen to the web stream but can't get to the site..."
Positive,Happy belated Birthday to Billy!! I forgot to say that on his bday.  I  feel aweful!
Positive,"@sweetavalanche haha yeah i know  yeah, things are okay, pretty much the same. i'm slowly sorting things out.. exams are coming D: haha"
Negative,Listing to old jb music.... Going bck to 2006&amp;2007 &lt;33 i miss tht
Negative,"wants to move to QLD already, this cold weather is killing me"
Negative,"Just woke up &amp; can't go back to sleep. Had a txt from the bff sayin if you're up call me, sounds important but that was 4 hours ago"
Negative,My truss failing  http://yfrog.com/154upj
Negative,@Keiyaunna So i guess im stuck in the LOBBY
Negative,365days rperss.... where are youuuuuuu
Negative,stuck in huge traffic jam
Negative,This porridge tastes shit! I cba with today man.
Negative,Have to sell my car. It's costing me too much. Can now afford one rollerskate. Bye bye petey
Negative,Trending Topics on Twitter used to useful. Now they're just like middle schoolers passing around notes cause class is boring.
Negative,hates typing on a mac. wishing that i'll be done my english essay soon.  sleeeepy
Positive,"Want to get my hands dirty with FubuMVC. http://bit.ly/J00ha, but the document is not yet complete"
Negative,seriously getting hurt.... 4 days before nationals.. what a joke
Negative,@helloinsightful CEREAL DOESNT COME WITH TOYS ANYMORE!. i jus been thinkin i was buyin the wrong kinds  say it aint so Mo.
Negative,Now the mosquito truck is waking me up
Negative,@katelynizzle haha okay you were talking about middle college grad I think and I got worried
Negative,I hate tossing and turning.. Why can't i just fall asleep?
Negative,Another boring meeting to attend
Positive,@carocat Nooo  But hey you're back next week! Are you moving back for good?
Positive,can't tell you how thrilled I am to have just had a nosebleed.  first time in ages.  overjoyed doesn't cover it.  urgh
Negative,"Can't seem to sleep tonight... Its 3:38am, I need to get up in less than 4 hours..."
Negative,"bah, i h8 waking up"
Positive,@katieclair88 You guys didn't call or come over  Did we do something?! Def. give us a call tomorrow and hang out with us chick!!
Positive,"@ykesha2001 yeah, I also had to do a paper.. I only have one more final left: algebra.. &amp; I take it on my birthday!!   (june 3)"
Negative,"i hate working, especially when the weather is good"
Negative,damn i missed @xsparkage's blogtv  i hope it was funsies?
Negative,"I'm torn, do I get an extended warranty for my iPhone when mine runs out, or jailbreak? I've already got problems with battery &amp; earpiece"
Negative,"@dawndela yeh still have the weekend, but I get weekends anyways, today is my full last day of vacation time"
Positive,Back at work.....too much email in my inbox....
Negative,friday night is my fav night of the week but now I have to go to stupid dog training classes
Negative,"@xBellaMariex Hello Bella, why r you going to delete your account..?"
Negative,@HannaManna I think it goes against everything i thought the olympic spirit of Team GB is/was
Negative,"Auditions are good but, Iam super nervous! That is one of my virtues"
Negative,@nicolepenney That sucks! I'm going to be doing summer school.  Need to catch up on several units
Negative,Going to revise for physics.
Negative,Have you ever stepped on a slug by accident? I just did  I hate bugs
Negative,"Damn, 4got to turn off my alarm so I woke up at 5:45am"
Negative,I miss Cary and want to drink some chocolate milk with him.
Positive,Can't I just be a stay at home mom already
Positive,this sux but took like 4 minutes. going to sleep finally  http://img36.imageshack.us/img36/4603/iprevailedsig.png
Negative,@urbancritter I am lost. Please help me find a good home.
Positive,@_faeriequeen I just saw the Hamlet update too - excellent news... Never so good as live though
Negative,im ill hate it. seeing the doc at 5 too 10.
Negative,"Want to get my hands dirty with FubuMVC. http://bit.ly/J00ha, but the documentation is not yet complete"
Negative,Shit week all fucking week  off to the gym now with the worst headache.
Positive,oh men..not in the mood  I'll go home tomorrow..wanna be w/ my family..its my birthday
Negative,@JasonVonBerg thats the crazy part - was for 16:30. but reasons include &quot;full schedule&quot; &amp; &quot;travelling with his daughter&quot;... So. Not. Cool
Positive,I can't work twitter on my phone!  we're just in bed thinking of funny stuff from last night! (L) GOOD TIMES!
Negative,my eyes are streaming!! i HATE hayfever  it's so bad even my tablets aren't working!
Positive,@TylerHarrell do you really smoke???
Negative,@Yvette_Maree omfg are you alright?
Negative,@yanq_ndo OMG I'm so sorry. I'm the worst employee ever. My hard drive just failed taking the survey data with it
Negative,is bored at school and my throat it swollen
Negative,Approaching the weekend quite quickly and so much more work left to do.
Positive,@Knightpkf Yay! Thank you.. Feels like ur yelling at us   LOL
Negative,down with a nasty cold in cagayan de oro
Negative,NOW IM SAD BUT IM NOT GIVING IN FIRST..I DIDNT DO NOTHING!!!!    :**-(
Negative,My brother just woke me up to help him with his homework. I'm not happy
Negative,Disturbed. They sold the baby tiger I met in Thailand as an exotic pet. Greedy bastards
Negative,"and I'm so naughty I cant even take my dog, I have to sit &amp; watch how proper dog owners do it, will Brunos life ever be the same?"
Positive,"Ok, ahhh! Last chance to go into school before chemistry exam!!"
Negative,"Also, anyone else hayfevery today??? I've only been awake for 40mins and sufferin already"
Negative,I'm glad that all got cleared up.  I lah you!  Idk why Linda hates me though..
Negative,@alexandramusic morning Alex hope you will be tweeting lots today as we do miss you when you aren't on here  xx
Negative,"Euh, got LDAP Schema Error  Why oh Why"
Positive,Sooo tired i cant believe its already dark outside i didnt even get to see the day
Positive,I loved johnny carson now I'm going to hate seeing jay leno go  (via @womanschitchat) that's what I was waiting for someone to say!
Negative,@TheeRealFDHC Sorry to hear that man  He is were the bullshit cant reach him now. My heart goes out to you and your family.
Positive,@diane4president visit si fr joemar dito bataan (frm camiguin) &amp; sum of my ofcmates&amp; i are supposed to meet him this saturday  can't luwas
Negative,@GGSerena boo you didnt answer my text
Positive,@NMaize Lucky Rob... always gettin' the T8's from Emalon
Negative,@AlexAllTimeLow aw  were sad you had to leave tokyo. come back.please
Positive,there are # days of summervac &amp; school comes along just 2 end it &amp; the annual problem of r generation is finding a good way 2 spend it!!
Positive,@BK_II It's foggy here
Positive,@dougiemcfly Aint the UK fans your fav people!?
Positive,@lesleyroy haha! nice! Have fun doll! Hopefully I'll see ya soon! I miss ur face!
Negative,"E docs are getting younger these days.can u guess where am i??yup, NUH!! paying my ear doc a visit. Ouch!!"
Positive,Well I'm going to try and sleep now I have to be at work at 9 tomorrow  and then the weekend starts!!!!  http://myloc.me/1XTs
Negative,@chrissalad My Mum said I probably wont get out of it  ALSO - it goes for like 2 months. That's normal right?
Negative,im cold  i still cant find my hoodie
Positive,yummy chocolate cake..wish even i got one for my b'day!!   anybody listening???
Negative,"Um, why arent episodes 1-14 of Lost season 5 on abc?!  Good thing Im going to Vegas in the am to keep me distracted from this tragedy."
Negative,@fauzims It was white...  I acidentally left it in when i was doing my colours...
Positive,Going back to Manila this evening. All my trips to Cebu are so bitin.
Positive,@albamayo...I just posted my First video... A contest entry and my still is terrible too  boo...luv ur videos btw. Xxxrebelrebelxxx
Negative,"I seriously hate my life: it's currently 2:42am, I have 3 finals tomorrow, and have not slept a single second"
Negative,@KINGmoney I'm sorry...I'll make sure I do that next time.
Negative,@Kristie999 same. Was going to try warm milk but I'm lactose intolerant  haha.
Negative,yack yack -- resorting to these :#2&amp;!@#$%^&amp;*()etc. to stay within twitter limits?? not good
Negative,I wish I could go back to bed with @wowshaggy
Negative,just woke up day off and need to go in to work that sucks. Also have to go dentist for filling at 12 then st helens for mri scan at 2
Negative,Mom has left... again
Positive,Is up and I can't go to sleep!
Negative,chapter 27... probably on monday. i still need more comments.
Negative,i cant afford it  go to school here ? !!
Negative,"cries. AJ radio is gone  Guess I won't be DJing anymore.. until I get this fully fixed.. How are we btw? Heaps of homework, long weekend."
Positive,@drewpeacock85 cool dude! yeah i was hoping your rate was still $2.75. lol! yeah not sure when ill mar and par for my birthday dinner.
Negative,"... need retail therapy, bad. AHHH.....gimme money geebus"
Negative,i feel less than nothin'.. lower than zero..
Negative,Attempting to sleep. My puppy is sick already
Negative,"my mind is racing ... b/c of 4 words he wrote.  I hate him, but I hate her most. ... and I can't keep from falling for him"
Negative,cant sleep  so tired! goodnight... maybe :/
Positive,got my cable set up! WIN!  got my lock put on my door! WIN! feeling a tad neglected... FAIL.
Negative,"@dtothealex really... I'm an alumnus, and I don't know myself! and we didn't have Macs yet when I was there..."
Negative,@GianninaRossini blimey! You're still suffering?!!
Negative,"Back to LA from Las Vagas, Nice Trip , Nice Food ....but lose $100 with Slot Machine..."
Positive,@SplashAdams ill be alright but the whip may not
Negative,@Keiyaunna OH FACK U GAVE ME POLICE THATS SOME SERIOUSE SHIT
Positive,@bbyowls i cant afford it  go to school here ? !!
Negative,Too broke for cigarettes.
Positive,@kimberly__joy i feel like red lea now
Negative,squirrel! where? i hate squirrels
Negative,Can't sleep....  &amp; why isn't my $ in my damn account!? BofA is trippin
Negative,@tissuerose i'm with you in this.  i've always have prob prioritizing myself ahead of him.
Positive,"Morning twitties! Heading to college, just back from the docs, god I'm hungry  streching my ears again today! 10mm ;) payday I love you!"
Positive,Five o'clock can't come any faster
Negative,"Finishing the video. Fuck me, it's so long"
Negative,"LAPPYTOP BATERRRY DYING,tryingtofind a movieto watch since im staying in.  and goingto my room."
Negative,wowowee willie of fortune is just making me depressed  damn love.
Negative,Bluedart takes a shipment all the way before figuring out &quot;No Deliver&quot; and then bring it back! Databases anyone?
Negative,Watching Jimmy F.  delete all his social network profiles  No more Jimmy cyber time.
Negative,I no longer have a ticket for ny
Negative,...I have to study ....
Negative,"Just been bitten by SmoothStreaming, it doesn't seem to work for my client's linux users...fan-fricking-tastic"
Negative,? MADAYA KA CHRISTIAN. BLEH!!! I HATE U  http://plurk.com/p/wy2yg
Negative,"Squabbling with people over the internet is great for my Tumblarity, but bad for my ego when they have more internet friends than me"
Positive,"Wow, been away 4 a while...stupid lap top is in the shop...still    Hope everyone is well!"
Negative,Type cold in my room
Negative,"Desperately wishing I could sleep - But I am too frazzled about my Gma, and can't sleep.. :'( It's really bad tonight  xx"
Positive,Planning a road trip down to San Diego- With a detour into Vegas to celebrate my birthday! Too bad it's 7 wks away  I want to go now!
Negative,is MySpace mobile free? or do u have 2 have credit... cause they are liers
Negative,@MaryKathrynK Yikes!  I hope she was okay.  I never her heard her say her tummy hurt.
Negative,Flight to hurghada delayed 7 hours
Negative,Going to be a strange weekend. Probably srtarting off with working til midnight tonight
Positive,I Need to get my friggin cameras cleand ASAP !!
Positive,@JBFutureboy lucky kid...i so wanna see loserville  pity im in oz....
Positive,Friends! Come over and give me a massage  I can't sleep.
Positive,"@FannyAddams Aw you named your car, that's very sweet. I'm sorry to hear that Petey has to go, I hope you find a really posh rollerskate."
Negative,No allowed a calculator for this exam despite it containing laths that is impossible to compute in my head.
Negative,"Whataburger closing all locations but tally  so harsh, might have to transfer schools"
Positive,im very sorry.
Negative,3 hours of sleep and a mild hangover = carelessness and the loss of a brand new ipod pouch
Negative,"@MarieLuna I'm sure it's not what you think. Is this really you? i saw you couple of months back in NAIA,was shy to approach 4 a pic."
